performanceId,name,stageName,startTime,endTime,description,genreList,socialList
PID-acd60cd3-6487-4f4b-be1b-8adec122e67c,SKEZ,SKYBAR,2026-06-06 19:00,2026-06-06 20:30,,"throwback vibes,bass heavy grooves,tribal rhythms",
PID-a77fff06-63f2-4541-87d1-8bcd95338fc4,Nix,Electric Circus Lounge,2026-06-06 19:00,2026-06-06 19:30,Whatever that means....,Heavy Curated Funk,https://soundcloud.com/nix_dj
PID-78ef1ca9-f2ca-414b-8c57-0aff4297389c,Feminem,Ripple Effect,2026-06-06 19:00,2026-06-06 19:15,The bastard child of Joan Rivers and Weird AL Yankovic who uses humor as activism to make haters feel as ridiculous as they sound,"rap,comedy",
PID-18fa9a60-9f38-47fe-85a1-63882d8e1184,Chacha,Boobs & Berries,2026-06-06 19:00,2026-06-06 20:00,,,
PID-37940193-7f2e-4d12-aaa1-5047e6c20743,DJ All Good,Thirsty Bar,2026-06-06 19:00,2026-06-06 20:00,,,
PID-91a9d0c6-9a36-4bd6-ac54-cfa8b01f7b8d,Arcomere (Live set),CLuG deep n' Salty,2026-06-06 19:00,2026-06-06 21:00,,live,
PID-b756989d-df17-46f9-86fd-f826f160efd3,wubz takeover / NYKTRN,Ironic Spin,2026-06-06 19:00,2026-06-06 20:00,,wubz,
PID-83490597-bb31-43bf-aba2-c16839c5f4d0,Queer Happy Hour,Ripple Effect,2026-06-06 19:15,2026-06-06 20:00,Meet other sweet queers in a chill space over snacks and mimosas!,,
PID-28307cc5-1d14-4707-b8db-2ced5d45ce70,Moonbean,Electric Circus Lounge,2026-06-06 19:30,2026-06-06 20:30,Rock stars from both the past and future — Moonbean are a live hardware duo bringing psychedelic synth-punk electronica.,Psychedelic Synth-Punk Electronica,https://www.moonbeanmusic.ca/
PID-6c6004dc-e993-4298-aae9-3c4a2b5c3619,Sunkid,Chaitrance,2026-06-06 19:30,2026-06-06 21:00,,full-on,
PID-1f2b62a3-1968-4a4e-83ec-8afc5531bba7,R|V^H,Jellyfish Lounge,2026-06-06 20:00,2026-06-06 21:00,,"house,minimal deep,tech",
PID-7b31e5a0-603d-4c3a-afe5-ed4b05a930b7,wubz takeover / Khan,Ironic Spin,2026-06-06 20:00,2026-06-06 21:00,,wubz,
PID-b4af92ec-2827-4aca-97f8-9cfb460a49e3,DJ #1 Dad,SKYBAR,2026-06-06 20:30,2026-06-06 21:30,,"boppy bouncy vocal house,a little mashups",
PID-335768d0-9e34-478d-81ff-9c59dbc686cd,NaN00$3,SKYBAR,2026-06-06 21:30,2026-06-06 23:00,,"playatech tunes,video set",
PID-d9c7687d-e7fe-4e98-858f-fa7a212dac03,Gano & Matterson,Jellyfish Lounge,2026-06-06 22:30,2026-06-07 0:00,,"house,tech,minimal deep",
PID-e4649b7f-77c1-4f73-9f2c-6dc4620afe68,Psyborgs,Chaitrance,2026-06-06 22:30,2026-06-06 23:40,,"live,debut set!",
PID-0070230e-6c07-49c0-b4e7-7a8cd9f5af08,"skyboiz: mkybrzy, skydaddy, don't bleed on my vortex",SKYBAR,2026-06-06 23:00,2026-06-07 2:15,,fun,
PID-1788a5f8-12f8-49d9-a766-5886265b9968,Marc Gerrard,Electric Circus Lounge,2026-06-06 23:00,2026-06-07 0:30,"Marc Gerrard is the guy sneaking warm, wobbly dance music into your bloodstream one track at a time. Originally from England and now based on Vancouver Island, he’s spent years building dancefloors, late-night parties, and immersive music spaces through Abstract Audio, DE Radio, and curating the electronic music stage at the Woodstove Festival. His sets lean deep, playful, and patiently hypnotic — the kind that start with head nods and somehow end with strangers becoming best friends at 4am. Come for the groove, stay for the accidental spiritual experience.",Deep House/Techno,https://soundcloud.com/marcgerrard
PID-f0e40d99-5172-41aa-9a01-67dc208f4a7f,Sarah Hannah,Thirsty Bar,2026-06-06 23:00,2026-06-07 0:00,,,
PID-64b05be0-176d-48d4-a099-68903d146585,Arcomere (Live set),CLuG deep n' Salty,2026-06-06 23:00,2026-06-07 0:00,,,
PID-b7c2878c-0a84-4f7c-bda2-946211ec9384,Aaron/ DJ DRIEM,Under The Mother Tree,2026-06-06 23:00,2026-06-07 0:45,,,
PID-8dd33efe-691a-4e10-a730-147c60bc1db1,Sassbot,Ironic Spin,2026-06-06 23:30,2026-06-07 1:00,,"funky house,breaks",
PID-0afa8369-ede3-4c8c-9f06-780ff8963332,Johnny,Chaitrance,2026-06-06 23:40,2026-06-07 1:30,,nightpsy,
PID-b2e40bfc-7b3f-48a6-bc54-56fc2fdaa418,Logik,Thirsty Bar,2026-06-07 0:00,2026-06-07 1:00,,,
PID-d50124a3-3b78-4079-8c92-7b113ac05bb1,D'Jule & B-Madi,CLuG deep n' Salty,2026-06-07 0:00,2026-06-07 2:00,,,
PID-66e7143d-d85a-4003-95dd-ede9c772c8f5,Jetane,Electric Circus Lounge,2026-06-07 0:30,2026-06-07 2:00,"Electric Circus Lounge's Vision Director & Chief Builder - Both DJ & VJ for Electric Circus, join Jetane as he carrys us through the night with a cosmic soundtrack to dance underside the tent with curated visuals.",Techno,https://soundcloud.com/jetane
PID-aa1b7c69-7ecd-40b8-8c62-85b54156d7cd,Spruce Lee - Andrew Lee,Under The Mother Tree,2026-06-07 0:45,2026-06-07 2:15,,,
PID-afdc133c-3794-4bb0-a5df-03c9d66772cb,DylPrickle,Thirsty Bar,2026-06-07 1:00,2026-06-07 2:00,,,
PID-27250a04-b9bc-49a5-b303-7dcf22a02026,Sleepy,Ironic Spin,2026-06-07 1:00,2026-06-07 2:00,,techno,
PID-cf3e9886-f418-45b3-a43c-c3d78c8e4704,Mossy Roots,Chaitrance,2026-06-07 1:30,2026-06-07 3:30,,forest,
PID-2483faee-2d6b-46ec-9c05-f78f34540c0b,ellisdeejay,Electric Circus Lounge,2026-06-07 2:00,2026-06-07 3:00,Sink into the small hours as psychedelic visuals bloom overhead and the music settles into the comedown.,Psychedelic,https://soundcloud.com/ellisdeejay
PID-82470663-db90-4915-94c3-8bd24091bffa,Beatrix the White,CLuG deep n' Salty,2026-06-07 2:00,2026-06-07 3:00,,,
PID-fee281c5-0472-40af-83c0-09f7f87ad576,Balencia - late night trance,Ironic Spin,2026-06-07 2:00,2026-06-07 3:00,,prog trance,
PID-2495fb10-e82e-4ef6-9e09-9e9f18a56c9d,Talking Trees,SKYBAR,2026-06-07 2:15,2026-06-07 3:30,,"techy,bassy,filthy",
PID-b1302731-1254-4169-8e4d-c804168e396a,Willow & Safiya ending with soundbath,Under The Mother Tree,2026-06-07 2:15,2026-06-07 3:30,,,
PID-90e696f2-1030-4b3a-a97a-102ce4c125a6,Nudlz,CLuG deep n' Salty,2026-06-07 3:00,2026-06-07 4:00,,,
PID-8aa8df19-74fe-40bb-943f-107967c39542,R | V ^ H,SKYBAR,2026-06-07 3:30,2026-06-07 5:00,,deep hypnotic techno bangers,
PID-01bdfbda-d60b-47fb-91b2-b792d25ecbc0,Simon Love,Chaitrance,2026-06-07 3:30,2026-06-07 5:00,,psybreaks 150+,
PID-3fce4650-cec4-4ab6-97cd-25f3733c77d1,Mossy Tree & Amber Wolf Moon (Ecstatic Dance),Under The Mother Tree,2026-06-07 11:00,2026-06-07 12:30,,,
PID-46a1c3b8-30ff-41cf-a3c6-e3b2edb51a54,"Stretch, Sway and Slay with Jenni",Boobs & Berries,2026-06-07 11:45,2026-06-07 13:00,,,
PID-fb0b761e-5127-44a5-9fa8-7e9b8f598524,AndFriends: Low Tide Recovery Club,Electric Circus Lounge,2026-06-07 12:00,2026-06-07 15:00,"Join Andfriends drifting through yacht-rock-esque Balearic disco, synthy piano chords, coastal slow-burn grooves, sunrise soul and slow-motion Sunday recovery energy.",Balearic,https://soundcloud.com/andfriendsmusicevents
PID-2602d617-d969-4858-83f6-b4ef0060af87,Jerk Church,Jellyfish Lounge,2026-06-07 12:00,2026-06-07 13:00,,musical spoken word shenangians,
PID-396138e2-d833-40a8-9466-214cb973cae7,TrilKSTR,Chaitrance,2026-06-07 12:00,2026-06-07 13:30,,psytech,
PID-9c56b536-d203-4fb6-bc74-2dde001a02f1,Ambient Waffles with Echo Pilot,Ironic Spin,2026-06-07 12:00,2026-06-07 13:00,,ambient,
PID-ad48f5ea-7d12-4a08-8cb9-a702a0b3a1eb,Poppa Champagne,Jellyfish Lounge,2026-06-07 13:00,2026-06-07 14:00,,house,
PID-5324d567-95a8-45c3-ab36-f9a41ffa7fcf,Nathan Randall,Boobs & Berries,2026-06-07 13:00,2026-06-07 14:00,,,
PID-8713a533-da79-467e-88be-57d3fd7ead97,Luxuryus,Thirsty Bar,2026-06-07 13:00,2026-06-07 14:00,,,
PID-02f4f1e7-6d86-43e0-833b-61efe63e173d,Reggae w Space Tiger,Ironic Spin,2026-06-07 13:00,2026-06-07 14:00,,reggae,
PID-e57b01f9-ee9c-49dc-8232-9aa9a6ae6e62,Mossy Roots,Chaitrance,2026-06-07 13:30,2026-06-07 15:00,,dark prog,
PID-6a9d5c8b-b519-45ad-8e8a-c1e3dab88cc8,Lucy Ford,Jellyfish Lounge,2026-06-07 14:00,2026-06-07 15:00,,"house,ukg",
PID-1a7a0784-1b22-419a-8543-940870cee79c,Red Dragon,Boobs & Berries,2026-06-07 14:00,2026-06-07 15:00,,,
PID-a96c758b-cc53-4182-9650-bf132efc5e8e,Nix,Thirsty Bar,2026-06-07 14:00,2026-06-07 15:00,,,
PID-f840d735-1078-4c6c-b667-035214862dc6,Chunky Chornz & Mykey Boom,CLuG deep n' Salty,2026-06-07 14:00,2026-06-07 15:45,,,
PID-c88bcaed-ad70-4f00-a588-1a64a8f2988e,Reggae/Dancehall w Space Tiger,Ironic Spin,2026-06-07 14:00,2026-06-07 15:00,,"ska,reggae,dancehall",
PID-630ad0e5-301b-4c1d-a8db-7d3f74ec9592,How to Trainwreck a DJ Set,Electric Circus Lounge,2026-06-07 15:00,2026-06-07 16:00,"A guide to being a sh*t DJ: a guided exploration of terrible transitions, performer faux pas, and improper use of air horns.",Workshop,https://www.youtube.com/watch?v=dQw4w9WgXcQ
PID-7c16180b-90ef-4da3-8431-ada100efdb13,Chris Bigelow,Jellyfish Lounge,2026-06-07 15:00,2026-06-07 16:00,,house,
PID-9520c4b2-12da-4187-b28f-f4c31f948775,Milf Maid,Boobs & Berries,2026-06-07 15:00,2026-06-07 16:00,,,
PID-5b256277-7dd3-4278-aae7-4ec2c5400e9c,Cheesler,Thirsty Bar,2026-06-07 15:00,2026-06-07 16:00,,,
PID-592c609c-dfc6-4d88-90e7-c735759a54ce,Khan,Chaitrance,2026-06-07 15:00,2026-06-07 16:00,,progressive,
PID-672b7987-94d4-4cd9-8bfd-6f5c80d36554,Jo-Jo Dancer,Ironic Spin,2026-06-07 15:00,2026-06-07 16:00,,"ska,reggae,dancehall",
PID-306b285c-de85-4ad6-8bb1-5aec215869ce,Sleepy & Jojo Dancer,CLuG deep n' Salty,2026-06-07 15:45,2026-06-07 17:15,,,
PID-e8f4ebc4-a8a5-4420-a9f5-20cd9b6d2a72,Flying Fuck,Electric Circus Lounge,2026-06-07 16:00,2026-06-07 17:00,,BalkanBeats,
PID-661a3df7-114e-46d2-a4cd-d10e5951b482,Loblova,Jellyfish Lounge,2026-06-07 16:00,2026-06-07 17:00,,house,
PID-2b2abda7-e6b3-4bef-b7da-80fc25dc1df7,Rowly,Ripple Effect,2026-06-07 16:00,2026-06-07 17:00,,house,
PID-ec29d986-d3e4-42d5-8c2a-0613d44f5102,Mozya,Boobs & Berries,2026-06-07 16:00,2026-06-07 17:00,,,
PID-f4754662-6c25-42d5-a5a0-019269f4391a,Matty Reed,Thirsty Bar,2026-06-07 16:00,2026-06-07 17:00,,,
PID-5ce97811-2b6b-45a4-a124-27c17b989cf1,Similitude,Chaitrance,2026-06-07 16:00,2026-06-07 17:00,,progressive,
PID-2f0cbc4a-93a2-4ba3-a3c1-173af3147b93,Lucy Ford,Ironic Spin,2026-06-07 16:00,2026-06-07 17:00,,"breaks,ukg",
PID-3ca1b395-f16e-42e1-bb0f-304f3a6a1f5c,Big Data,Jellyfish Lounge,2026-06-07 17:00,2026-06-07 18:00,,house,
PID-9923b484-a26f-4ea3-a96e-3e428fed248d,Fretwell,Ripple Effect,2026-06-07 17:00,2026-06-07 18:00,"Warm, spacious and worldly, mid-tempo house and funky grooves",,
PID-cfa0b72b-0be6-47c8-93d8-aa882cd97bc1,Vital Signs,Boobs & Berries,2026-06-07 17:00,2026-06-07 18:00,,,
PID-44c5e145-90ee-4c74-a442-8ee70bb4f845,Big Top,Thirsty Bar,2026-06-07 17:00,2026-06-07 18:00,,,
PID-60659940-ca9a-46ad-abd5-538ebafb97df,Amethystra,Chaitrance,2026-06-07 17:00,2026-06-07 18:30,,deep trance,
PID-989ce0d4-5dec-4262-a10c-3e3df7014f66,Barnes & Barnes,Ironic Spin,2026-06-07 17:00,2026-06-07 18:00,,house,
PID-4b18b0a1-cb0e-41bd-9bf0-c9be2d09044a,B-Madi & D’jule,CLuG deep n' Salty,2026-06-07 17:15,2026-06-07 18:30,,,
PID-24488776-2ae2-46b7-a787-8b4848d9bdcf,Gator,Electric Circus Lounge,2026-06-07 17:30,2026-06-07 19:00,A real life band of humans playing musical instruments live!,Psychedelic Dub-Funk Trip-Hop,https://gatormusic.bandcamp.com/
PID-37c1e682-17ce-46e0-a1c9-c12e98e636a5,Skez,Jellyfish Lounge,2026-06-07 18:00,2026-06-07 19:00,,"house,minimal deep,tech",
PID-bd0ad12e-a381-4f7b-a594-121f3684137b,Silly Goose,Ripple Effect,2026-06-07 18:00,2026-06-07 19:00,Feel the current pull your hips. Spicy Tech Latin House from the heart of Ripple Effect.,"latin house,tech house,funk",
PID-3e8ffb77-8604-49c3-a72b-b10c8d317902,TheFunkySlab,Thirsty Bar,2026-06-07 18:00,2026-06-07 19:00,,,
PID-aaf5d21c-c88f-42fd-8338-0b1da371660a,Mossy Tree - Felix (ambient or downtempo mix),Under The Mother Tree,2026-06-07 18:00,2026-06-07 20:30,,,
PID-f0bb2f65-7e4f-466c-9599-c91a6f3e03da,Sarah-Hannah,Ironic Spin,2026-06-07 18:00,2026-06-07 19:00,,house,
PID-a471d39c-d0a2-462e-b51d-f364744ce567,NYX,Chaitrance,2026-06-07 18:30,2026-06-07 20:00,,psytrance,
PID-65e20695-4b22-4aed-b149-b8c854617523,Curated Live Jam Session,Electric Circus Lounge,2026-06-07 19:00,2026-06-07 20:30,,Curated Live Jam Session,https://gatormusic.bandcamp.com/
PID-a82518a4-21e8-4b81-a9c2-338d153417ed,Rory Hayz,Ripple Effect,2026-06-07 19:00,2026-06-07 20:00,Upbeat bouncy basslines for energy on the last night,"nukg,house,bass",
PID-1386e27a-dfcc-432f-b885-9d1b03da8d89,Bpm Babe,Thirsty Bar,2026-06-07 19:00,2026-06-07 20:00,,,
PID-7bae54ee-bd7f-4109-a203-987b83c95c6b,Push-Play,Ironic Spin,2026-06-07 19:00,2026-06-07 20:00,,deep world beats,
PID-7580aef7-88fd-4398-9808-a3c301954cad,Skye Phoenix,SKYBAR,2026-06-07 19:30,2026-06-07 20:30,,world beat,
PID-889607e6-94c4-42c5-ab2f-9e04771e6914,Brahma Shanti,Chaitrance,2026-06-07 20:00,2026-06-07 22:00,,"psychill,downtempo",
PID-58eaba13-a3e3-4d1c-948f-b72535aa217b,Loblova,Ironic Spin,2026-06-07 20:00,2026-06-07 21:00,,deep prog house,
PID-17e7647e-97bd-47b7-acb4-8d10d409eb9d,Selayne,SKYBAR,2026-06-07 20:30,2026-06-07 22:00,,"sunset,disco house",
PID-91dd8fba-c314-4898-8150-abe08ec09b9d,"BLOOP-lanet featuring Flounciful, Raine, and Space Cadet",Ripple Effect,2026-06-07 22:30,2026-06-08 2:00,"Dive beneath the waves in our cosy cuddle puddle, journeying through stunning underwater ecosystems with projected nature documentaries scored by our moist DJs!","downtempo,bass,experimental",
PID-9ef0ec23-d69d-4b13-999b-a1f7cb60f029,Audacity,SKYBAR,2026-06-07 23:00,2026-06-07 23:59,,dirty sexy bass,
PID-38decbd1-8b09-4e23-ba03-1c4b4f8b5501,Jellyfish Jam,Jellyfish Lounge,2026-06-07 23:00,2026-06-08 0:00,,house,
PID-2589b33e-714d-4376-a949-efd0769cefc8,DJ Leanne,Thirsty Bar,2026-06-07 23:00,2026-06-08 0:00,,,
PID-f90f4b97-f77a-4a30-81db-c58918b222de,Archaic Records,Chaitrance,2026-06-07 23:00,2026-06-08 0:30,,"live,experimental",
PID-d8831cbb-6818-45b0-ad4c-1f6ab2523c1d,DJ Sage's & Friends Dirty Rave House Night,CLuG deep n' Salty,2026-06-07 23:00,2026-06-08 4:00,,,
PID-379beeff-2632-40f8-8289-2cf5532de2a2,Prima Materia (Marty Mellway),Under The Mother Tree,2026-06-07 23:00,2026-06-08 0:45,,,
PID-683c7128-64ae-4574-8566-ed2d7eb8fc80,Dave Dirk,Ironic Spin,2026-06-07 23:00,2026-06-08 1:00,,cvs bangers,
PID-30f2bce3-c688-4306-a19b-908716ca1135,Earthninja,Electric Circus Lounge,2026-06-07 23:30,2026-06-08 0:30,"An Ancient DJ of lore, decade+ long veteran radio host of Bigger than Bass on CHLY 101.7FM, comes out from the depths to share some deep DnB & Jungle for a Moody start to your Sunday night.",drum & bass,
PID-b5e33f78-e5a5-49e0-a7f6-e5d2fb19a3ab,Big Top,SKYBAR,2026-06-08 0:00,2026-06-08 2:00,,late night groooooves,
PID-b3646332-3b6f-4eb6-86c0-b00a245f373c,Trust,Thirsty Bar,2026-06-08 0:00,2026-06-08 1:00,,,
PID-d4af9fa6-e708-4e80-938a-a52aab7dd903,Onlychild,Electric Circus Lounge,2026-06-08 0:30,2026-06-08 2:00,"OnlyChild moves through silky garage rhythms, urban soul and sleek midnight club energy.",Garage,
PID-d6575c09-8bb3-4cd7-90b2-e0767d692a08,KachaMacha,Chaitrance,2026-06-08 0:30,2026-06-08 2:00,,hitech,
PID-12301150-ef90-4dce-8921-e09b098f1a90,Miss Mar (Marna),Under The Mother Tree,2026-06-08 0:45,2026-06-08 2:30,,,
PID-1153ad77-fa8c-4fed-b82a-f5adc43161bd,Sleepy,Thirsty Bar,2026-06-08 1:00,2026-06-08 2:00,,,
PID-53a78555-385b-426f-a148-9d4669ec2e5d,Galaxy Spaceout w/ Space Tiger,Ironic Spin,2026-06-08 1:00,2026-06-08 2:00,,dub,
PID-0d31bd50-29ae-4b84-b73a-557e872ea235,R|V^H Closing Set @ Electric Circus,Electric Circus Lounge,2026-06-08 2:00,2026-06-08 3:00,Expect deep and delicious Dub Techno and associated soundscapes as R|V^H provides a closing set to our weekend experience.,Dub Techno,
PID-5e0a840f-2723-4e92-a82c-5a5fc0cfd79c,Soundbath with Ember Jade,Under The Mother Tree,2026-06-08 2:30,2026-06-08 3:00,,,
